id,keyname,type,size,number,unit_price,price,keydate,company,production
1,½ðÊô°ü¸²µæ_G7EY11D::G7EY21.003,°ü¸²µæÆ¬,648*560*3,4.0,312.8,1251.2,2015-1-7,º¼Ñõ,14HR-109
2,½ðÊô°ü¸²µæ_G7EY11C::G7EY21.003,°ü¸²µæÆ¬,648*560*3,2.0,312.8,625.6,2015-1-7,º¼Ñõ,14HR-198
3,Ê¯Ä«¸´ºÏµæ_(316L)::G6K04.001,Ê¯Ä«µæÆ¬,1433*964*3(°´Í¼),2.0,420.0,840.0,2015-1-7,º¼Ñõ,15HR-2
4,¹ú²úÎÞÊ¯ÃÞ_G2EK09-H::G2EK09-H.003,ÎÞÊ¯ÃÞµæÆ¬,940*857*3(·½ÐÎ)--,1.0,767.6,767.6,2015-1-12,º¼Ñõ,14HR-238
5,S1E27_[HG/T20631]::D500-300_1222,ÆäËû,653*577.9*525*5*500,2.0,324.0,648.0,2015-1-15,º¼Ñõ,14A/08-003
6,G7K45_[JB/T4705]1232::D23-650-6.4,¶¨ÖÆµæÆ¬,770*749*699*663,2.0,438.0,876.0,2015-1-15,º¼Ñõ,15AC08001
7,1260Ïð½ºµæÆ¬::L138.014,Ïð½ºµæÆ¬,538*500*465*3_16-¦µ12,4.0,135.9,543.6,2015-1-19,º¼Ñõ,15AC08002
8,°ü¸²µæ::G7K26.013,°ü¸²µæÆ¬,905*897*852,2.0,309.1,618.2,2015-1-21,º¼Ñõ,14AC08054
9,°ü¸²µæ::G7K26.012,°ü¸²µæÆ¬,592*584*502,2.0,120.3,240.6,2015-1-21,º¼Ñõ,14AC08054
10,°ü¸²µæ_G7K26_[HG20607]::PMF25,°ü¸²µæÆ¬,71*60*34,1.0,5.0,5.0,2015-1-21,º¼Ñõ,14AC08054
11,°ü¸²µæ_G7K15::G731.004,°ü¸²µæÆ¬,697*684*654,2.0,153.3,306.6,2015-1-21,º¼Ñõ,14AC08055
12,²øÈÆµæ_G7K15_1232::G731.008,²øÈÆµæÆ¬,72*63*45*35,1.0,15.0,15.0,2015-1-21,º¼Ñõ,14AC08055
13,°ü¸²µæ_G7K16::G731.004,°ü¸²µæÆ¬,697*684*654,2.0,153.3,306.6,2015-1-21,º¼Ñõ,14AC08056
14,²øÈÆµæ_G7K16_1232::G731.008,²øÈÆµæÆ¬,72*63*45*35,1.0,15.0,15.0,2015-1-21,º¼Ñõ,14AC08056
15,¹ú²úÎÞÊ¯ÃÞ_G7E140_[HG/T20627]::RF25-150,ÎÞÊ¯ÃÞµæÆ¬,65.5*34*3,4.0,2.5,10.0,2015-1-21,º¼Ñõ,14HR-178
16,¹ú²úÎÞÊ¯ÃÞ_G7E140_[HG/T20627]::RF400-150,ÎÞÊ¯ÃÞµæÆ¬,513*407*3,8.0,120.0,960.0,2015-1-21,º¼Ñõ,14HR-178
17,¹ú²úÎÞÊ¯ÃÞ_G7E140_[HG/T20627]::RF80-150,ÎÞÊ¯ÃÞµæÆ¬,136.5*89*3,4.0,7.6,30.4,2015-1-21,º¼Ñõ,14HR-178
18,¹ú²úÎÞÊ¯ÃÞ_G7E140_[NB/T47024]::450-1.0,ÎÞÊ¯ÃÞµæÆ¬,489*453*3,6.0,93.6,561.6,2015-1-21,º¼Ñõ,14HR-178
19,²øÈÆµæ_1222_G7E115::D22-800-6.4,²øÈÆµæÆ¬,944*918*868*832,1.0,437.0,437.0,2015-1-28,º¼Ñõ,14HRX-104
20,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E11E::G1E10C.003,ÎÞÊ¯ÃÞµæÆ¬,1389*1089*3(·½ÐÎ),2.0,1286.0,2572.0,2015-1-28,º¼Ñõ,14HR-283
21,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E11E::G1E10C.004,ÎÞÊ¯ÃÞµæÆ¬,20*14*2,1.0,1.5,1.5,2015-1-28,º¼Ñõ,14HR-283
22,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E11E::G1E11C.001/1,ÎÞÊ¯ÃÞµæÆ¬,1603*1203*3(·½ÐÎ),1.0,1803.0,1803.0,2015-1-28,º¼Ñõ,14HR-283
23,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E11E::G1E11C.001/2,ÎÞÊ¯ÃÞµæÆ¬,1389*1089*3(·½ÐÎ)--,1.0,1413.0,1413.0,2015-1-28,º¼Ñõ,14HR-283
24,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E11E::G1E47.005,ÎÞÊ¯ÃÞµæÆ¬,27*22*2,6.0,2.5,15.0,2015-1-28,º¼Ñõ,14HR-283
25,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E11E::G1E47.006,ÎÞÊ¯ÃÞµæÆ¬,23*18*2,4.0,2.4,9.6,2015-1-28,º¼Ñõ,14HR-283
26,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E11E_[HG/T20606]::RF400-10,ÎÞÊ¯ÃÞµæÆ¬,489*426*3,2.0,128.4,256.8,2015-1-28,º¼Ñõ,14HR-283
27,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E11E_[HG/T20606]::RF50-16,ÎÞÊ¯ÃÞµæÆ¬,107*61*3,2.0,11.8,23.6,2015-1-28,º¼Ñõ,14HR-283
28,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E10E::G1E10C.002/1,ÎÞÊ¯ÃÞµæÆ¬,1603*1203*3(·½ÐÎ),2.0,1803.0,3606.0,2015-1-28,º¼Ñõ,14HR-286
29,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E10E::G1E10C.002/2,ÎÞÊ¯ÃÞµæÆ¬,1389*1089*3(·½ÐÎ)--,2.0,1413.0,2826.0,2015-1-28,º¼Ñõ,14HR-286
30,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E10E::G1E10C.003,ÎÞÊ¯ÃÞµæÆ¬,1389*1089*3(·½ÐÎ),2.0,1286.0,2572.0,2015-1-28,º¼Ñõ,14HR-286
31,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E10E::G1E10C.004,ÎÞÊ¯ÃÞµæÆ¬,20*14*2,1.0,1.5,1.5,2015-1-28,º¼Ñõ,14HR-286
32,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E10E::G1E47.005,ÎÞÊ¯ÃÞµæÆ¬,27*22*2,6.0,2.5,15.0,2015-1-28,º¼Ñõ,14HR-286
33,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E10E::G1E47.006,ÎÞÊ¯ÃÞµæÆ¬,23*18*2,4.0,2.4,9.6,2015-1-28,º¼Ñõ,14HR-286
34,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E10E_[HG/T20606]::RF400-10,ÎÞÊ¯ÃÞµæÆ¬,489*426*3,2.0,128.4,256.8,2015-1-28,º¼Ñõ,14HR-286
35,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E10E_[HG/T20606]::RF50-16,ÎÞÊ¯ÃÞµæÆ¬,107*61*3,2.0,11.8,23.6,2015-1-28,º¼Ñõ,14HR-286
36,¹èÏð½ºµæÆ¬_R4E18::R441.016,Ïð½ºµæÆ¬,440*330*4(·½ÐÎ),3.0,118.5,355.5,2015-1-28,º¼Ñõ,14HRX-146
37,·ÇÊ¯ÃÞµæÆ¬_M1E03::G1E06.007/2,ÆäËû,1898*1718*3(·½ÐÎ),1.0,1762.0,1762.0,2015-1-31,º¼Ñõ,15HR-8
38,·ÇÊ¯ÃÞµæÆ¬_M1E03::G1E06.007/1,ÆäËû,1786*1606*3(·½ÐÎ)--,1.0,1860.0,1860.0,2015-1-31,º¼Ñõ,15HR-8
39,·ÇÊ¯ÃÞµæÆ¬_M1E03::G1E03.013,ÆäËû,1786*1606*3(·½ÐÎ),1.0,1550.0,1550.0,2015-1-31,º¼Ñõ,15HR-8
40,Ê¯Ä«¸´ºÏµæ(316L)_G7E109::G7E109.002,Ê¯Ä«µæÆ¬,644*604*3--,1.0,220.5,220.5,2015-2-12,º¼Ñõ,14HRX-162
41,Ê¯Ä«¸´ºÏµæ(316L)_G7E109::G7E109.003,Ê¯Ä«µæÆ¬,644*604*3,1.0,183.7,183.7,2015-2-12,º¼Ñõ,14HRX-162
42,ÈýÔªÒÒ±ûÏð½º::508Z357.116,Ïð½ºµæÆ¬,1162*770*3(·½ÐÎ)--,6.0,255.5,1533.0,2015-3-1,º¼Ñõ,15HRX-1
43,ÈýÔªÒÒ±ûÏð½º::508Z357.117,Ïð½ºµæÆ¬,1162*770*3(·½ÐÎ),6.0,230.0,1380.0,2015-3-1,º¼Ñõ,15HRX-1
44,Ê¯Ä«¸´ºÏµæ(316L)_G6E22A::G6E22.001,Ê¯Ä«µæÆ¬,1102*964*3(°´Í¼£©,2.0,358.0,716.0,2015-3-1,º¼Ñõ,2014C08-135
45,Ê¯Ä«¸´ºÏµæ(316L)::G6E22A.001,Ê¯Ä«µæÆ¬,316*276*3,4.0,75.0,300.0,2015-3-1,º¼Ñõ,2014C08-135
46,Ê¯Ä«¸´ºÏµæ(316L)::G6E22A.002,Ê¯Ä«µæÆ¬,240*200*160*3_8*18,2.0,65.0,130.0,2015-3-1,º¼Ñõ,2014C08-135
47,Ê¯Ä«¸´ºÏµæ(316L)::G6E22A.105,Ê¯Ä«µæÆ¬,916*800*3,4.0,302.0,1208.0,2015-3-1,º¼Ñõ,2014C08-135
48,Ê¯Ä«¸´ºÏµæ(316L)::G6E22A.107,Ê¯Ä«µæÆ¬,70*26*3,6.0,7.5,45.0,2015-3-1,º¼Ñõ,2014C08-135
49,Ê¯Ä«¸´ºÏµæ(316L)::G6E22A.108,Ê¯Ä«µæÆ¬,92*40*3,2.0,12.0,24.0,2015-3-1,º¼Ñõ,2014C08-135
50,Ê¯Ä«¸´ºÏµæ(316L)::G6E22A.201,Ê¯Ä«µæÆ¬,224*148*3,2.0,37.8,75.6,2015-3-1,º¼Ñõ,2014C08-135
51,Ê¯Ä«¸´ºÏµæ(316L)::G6E22A.206,Ê¯Ä«µæÆ¬,92*38*3,4.0,12.0,48.0,2015-3-1,º¼Ñõ,2014C08-135
52,Ê¯Ä«¸´ºÏµæ(316L)_G5E10::G5E10.107,Ê¯Ä«µæÆ¬,26*14*1,2.0,4.0,8.0,2015-3-1,º¼Ñõ,2015C08-1
53,Ê¯Ä«¸´ºÏµæ(316L)_G5E10::RF600-6,Ê¯Ä«µæÆ¬,679*630*3,4.0,191.8,767.2,2015-3-1,º¼Ñõ,2015C08-1
54,Ê¯Ä«¸´ºÏµæ(316L)_G5E10::700-0.6,Ê¯Ä«µæÆ¬,744*704*3,2.0,215.9,431.8,2015-3-1,º¼Ñõ,2015C08-1
55,F0D25Q_[HG/T20631]::D100-300_2232,ÆäËû,180*149.4*127*106.4,1.0,74.0,74.0,2015-3-1,º¼Ñõ,2014C08-097
56,F0D25Q_[HG/T20610]::D80-63_2232,ÆäËû,148*115*99*90,6.0,48.8,292.8,2015-3-1,º¼Ñõ,2014C08-097
57,F0D25Q_[HG/T20610]::D100-40_2232,ÆäËû,168*144*128*116,8.0,51.8,414.4,2015-3-1,º¼Ñõ,2014C08-097
58,F0D15AC_[HG/T20610]::D300-16_2222,ÆäËû,384*364*340*328,1.0,107.0,107.0,2015-3-1,º¼Ñõ,2015C08-5
59,F0D15AC_[HG/T20610]::D80-10_2222,ÆäËû,142*115*99*90,3.0,27.6,82.8,2015-3-1,º¼Ñõ,2015C08-5
60,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY45A-B.002,ÎÞÊ¯ÃÞµæÆ¬,1468*1380*3,1.0,537.0,537.0,2015-3-1,º¼Ñõ,12HRX-133
61,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY45A-B.003,ÎÞÊ¯ÃÞµæÆ¬,254*219*3,2.0,27.6,55.2,2015-3-1,º¼Ñõ,12HRX-133
62,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY45A-B.006,ÎÞÊ¯ÃÞµæÆ¬,65*33*3,1.0,2.0,2.0,2015-3-1,º¼Ñõ,12HRX-133
63,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY46A-B.002,ÎÞÊ¯ÃÞµæÆ¬,1361*1305*3,1.0,527.5,527.5,2015-3-1,º¼Ñõ,12HRX-134
64,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY46A-B.003,ÎÞÊ¯ÃÞµæÆ¬,273*220*3,2.0,31.0,62.0,2015-3-1,º¼Ñõ,12HRX-134
65,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY46A-B.006,ÎÞÊ¯ÃÞµæÆ¬,64*34*3,1.0,2.0,2.0,2015-3-1,º¼Ñõ,12HRX-134
66,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY47A-B.001,ÎÞÊ¯ÃÞµæÆ¬,1187*1142*3,1.0,480.7,480.7,2015-3-1,º¼Ñõ,12HRX-135
67,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY47A-B.003,ÎÞÊ¯ÃÞµæÆ¬,317*273*3,2.0,43.0,86.0,2015-3-1,º¼Ñõ,12HRX-135
68,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY47A-B.005,ÎÞÊ¯ÃÞµæÆ¬,65*33*3,1.0,2.0,2.0,2015-3-1,º¼Ñõ,12HRX-135
69,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY48A-B.001,ÎÞÊ¯ÃÞµæÆ¬,1178*1122*3,1.0,469.3,469.3,2015-3-1,º¼Ñõ,12HRX-136
70,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY48A-B.002,ÎÞÊ¯ÃÞµæÆ¬,317*276*3,2.0,43.0,86.0,2015-3-1,º¼Ñõ,12HRX-136
71,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY48A-B.005,ÎÞÊ¯ÃÞµæÆ¬,65*33*3,1.0,2.0,2.0,2015-3-1,º¼Ñõ,12HRX-136
72,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY49A-B.001,ÎÞÊ¯ÃÞµæÆ¬,1102*1025*3,1.0,410.7,410.7,2015-3-1,º¼Ñõ,12HRX-137
73,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY49A-B.003,ÎÞÊ¯ÃÞµæÆ¬,262*219*3,2.0,28.2,56.4,2015-3-1,º¼Ñõ,12HRX-137
74,ÎÞÊ¯ÃÞ_G7EY45A-B::G7EY49A-B.005,ÎÞÊ¯ÃÞµæÆ¬,64*33*3,1.0,2.0,2.0,2015-3-1,º¼Ñõ,12HRX-137
75,R2E09A_[SH3407-1996]::GSW5.0-15-A22,ÆäËû,36*24.5*4.5,2.0,2.6,5.2,2015-3-6,º¼Ñõ,2014C08-133
76,R2E09A_[SH3407-1996]::GSW5.0-25-A22,ÆäËû,52*37*4.5,2.0,3.4,6.8,2015-3-6,º¼Ñõ,2014C08-133
77,R2E09A_[SH3407-1996]::GSW5.0-40-A22,ÆäËû,74*53*4.5,1.0,5.4,5.4,2015-3-6,º¼Ñõ,2014C08-133
78,R2E09A_[SH3407-1996]::GSW5.0-50-A22,ÆäËû,93*72*4.5,2.0,7.0,14.0,2015-3-6,º¼Ñõ,2014C08-133
79,R2E09A_[SH3407-1996]::GSW5.0-80-A22,ÆäËû,128*107*4.5,2.0,10.0,20.0,2015-3-6,º¼Ñõ,2014C08-133
80,Ê¯Ä«¸´ºÏµæ(316L)_G7E109::G7E109.002,Ê¯Ä«µæÆ¬,644*604*3--,1.0,10.0,0.0,2015-3-6,º¼Ñõ,14HRX-162
81,Ê¯Ä«¸´ºÏµæ(316L)_G7E109::G7E109.003,Ê¯Ä«µæÆ¬,644*604*3,1.0,10.0,0.0,2015-3-6,º¼Ñõ,14HRX-162
82,²øÈÆµæ_1222::D600-300,²øÈÆµæÆ¬,774*685.8*628.7*603.3,2.0,423.4,846.8,2015-3-10,º¼Ñõ,14HRX-169
83,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E02E::G1E02.002,ÎÞÊ¯ÃÞµæÆ¬,1391*1122*3(·½ÐÎ)--,2.0,1946.7,3893.4,2015-3-30,º¼Ñõ,15HRX-22
84,ÌØÁ¦ÎÞÊ¯ÃÞ_G1E02E::G1E02.003,ÎÞÊ¯ÃÞµæÆ¬,1177*1008*3(·½ÐÎ£©,2.0,1020.0,2040.0,2015-3-30,º¼Ñõ,15HRX-22
85,½ðÊô°ü¸²µæ_G7E04ACK_304+Ê¯ÃÞ::G7E04.003,°ü¸²µæÆ¬,775*735*3,4.0,298.9,1195.6,2015-3-30,º¼Ñõ,15HRX-14
86,G7E04ACK_[HG/T20610]::D25-25_2232,¶¨ÖÆµæÆ¬,71*52*40*34,2.0,13.3,26.6,2015-3-30,º¼Ñõ,15HRX-14
87,G7E04ACK_[HTTA3601.8.3]::DN400_PN2.5,¶¨ÖÆµæÆ¬,514*478*446*418,4.0,224.0,896.0,2015-3-30,º¼Ñõ,15HRX-14
88,½ðÊô°ü¸²µæ_G7E05ACK_304+Ê¯ÃÞ::G7E05.003,°ü¸²µæÆ¬,708*620*3,6.0,327.5,1965.0,2015-3-30,º¼Ñõ,15HRX-15
89,G7E05ACK_[HG/T20610]::D25-63_2232,¶¨ÖÆµæÆ¬,82*52*40*34,3.0,22.7,68.1,2015-3-30,º¼Ñõ,15HRX-15
90,G7E05ACK_[HTTA3601.8.3]::DN300_PN4.0,¶¨ÖÆµæÆ¬,417*363*335*319,3.0,188.0,564.0,2015-3-30,º¼Ñõ,15HRX-15
91,G7E05ACK_[HTTA3601.8.3]::DN350_PN4.0,¶¨ÖÆµæÆ¬,474*425*395*370,3.0,218.9,656.7,2015-3-30,º¼Ñõ,15HRX-15
92,XB350_G2EK45DCK-H_[HG/T20606]::RF250-6,Ê¯ÃÞµæÆ¬,317*273*3,2.0,13.5,27.0,2015-3-30,º¼Ñõ,15HRX-23
93,¹ú²úÎÞÊ¯ÃÞ_G2EK46DCK-H::G2EK46DCK-H.001,ÎÞÊ¯ÃÞµæÆ¬,1080*1024*3,2.0,415.2,830.4,2015-3-30,º¼Ñõ,15HRX-24
94,¹ú²úÎÞÊ¯ÃÞ_G2EK46DCK-H::G2EK46DCK-H.002,ÎÞÊ¯ÃÞµæÆ¬,980*924*3,2.0,341.9,683.8,2015-3-30,º¼Ñõ,15HRX-24
95,¹ú²úÎÞÊ¯ÃÞ_G2EK46DCK-H::G2EK46DCK-H.004,ÎÞÊ¯ÃÞµæÆ¬,20*14*2,1.0,1.0,1.0,2015-3-30,º¼Ñõ,15HRX-24
96,¹ú²úÎÞÊ¯ÃÞ_G2EK46DCK-H_[HG/T20606]::RF300-6,ÎÞÊ¯ÃÞµæÆ¬,373*324*3,2.0,56.9,113.8,2015-3-30,º¼Ñõ,15HRX-24
97,¹ú²úÎÞÊ¯ÃÞ_G2EK46DCK-H_[HG/T20606]::RF50-6,ÎÞÊ¯ÃÞµæÆ¬,96*61*3,4.0,3.9,15.6,2015-3-30,º¼Ñõ,15HRX-24
98,¹ú²úÎÞÊ¯ÃÞ_G2EK47DCK-H::G2EK47C-H.001,ÎÞÊ¯ÃÞµæÆ¬,980*924*3,2.0,341.9,683.8,2015-3-30,º¼Ñõ,15HRX-25
99,¹ú²úÎÞÊ¯ÃÞ_G2EK47DCK-H::G2EK47C-H.002,ÎÞÊ¯ÃÞµæÆ¬,880*824*3,2.0,303.3,606.6,2015-3-30,º¼Ñõ,15HRX-25
100,¹ú²úÎÞÊ¯ÃÞ_G2EK47DCK-H_[HG/T20606]::RF300-6,ÎÞÊ¯ÃÞµæÆ¬,373*324*3,2.0,56.9,113.8,2015-3-30,º¼Ñõ,15HRX-25
101,¹ú²úÎÞÊ¯ÃÞ_G2EK47DCK-H_[HG/T20606]::RF50-6,ÎÞÊ¯ÃÞµæÆ¬,96*61*3,4.0,3.9,15.6,2015-3-30,º¼Ñõ,15HRX-25
102,¹ú²úÎÞÊ¯ÃÞ_G7E136_[HG/T20606]::RF200-16,ÎÞÊ¯ÃÞµæÆ¬,273*220*3,8.0,30.5,244.0,2015-3-30,º¼Ñõ,15HRX-39
103,¹ú²úÎÞÊ¯ÃÞ_G7E136_[HG/T20606]::RF25-16,ÎÞÊ¯ÃÞµæÆ¬,71*34*3,4.0,2.3,9.2,2015-3-30,º¼Ñõ,15HRX-39
104,¹ú²úÎÞÊ¯ÃÞ_G7E136_[HG/T20606]::RF250-16,ÎÞÊ¯ÃÞµæÆ¬,329*273*3,8.0,44.3,354.4,2015-3-30,º¼Ñõ,15HRX-39
105,¹ú²úÎÞÊ¯ÃÞ_G7E136_[HG/T20606]::RF65-6,ÎÞÊ¯ÃÞµæÆ¬,116*77*3,4.0,5.8,23.2,2015-3-30,º¼Ñõ,15HRX-39
106,XB350_G7E101C_[HG/T20606]::RF25-16,Ê¯ÃÞµæÆ¬,71*34*3,8.0,0.9,7.2,2015-3-30,º¼Ñõ,15HRX-8
107,XB350_G7E101C_[HG/T20627]::RF200-150,Ê¯ÃÞµæÆ¬,278.5*220*3,8.0,7.4,59.2,2015-3-30,º¼Ñõ,15HRX-8
108,G7E101C_[HG/T20631]::D100-300_1232,¶¨ÖÆµæÆ¬,180*149.4*127*106.4,4.0,54.4,217.6,2015-3-30,º¼Ñõ,15HRX-8
109,G7E101C_[HG/T20631]::D80-300_1232,¶¨ÖÆµæÆ¬,148.5*120.7*101.6*81,4.0,37.9,151.6,2015-3-30,º¼Ñõ,15HRX-8
110,G7E101C_[NB/T47025]::D22-550-2.5,¶¨ÖÆµæÆ¬,641*615*575*555,8.0,181.2,1449.6,2015-3-30,º¼Ñõ,15HRX-8
111,XB350_G7E103C_[HG/T20627]::RF25-150,Ê¯ÃÞµæÆ¬,65.5*34*3,8.0,0.8,6.4,2015-3-30,º¼Ñõ,15HRX-9
112,XB350_G7E103C_[HG/T20627]::RF50-150,Ê¯ÃÞµæÆ¬,104.5*61*3,8.0,1.6,12.8,2015-3-30,º¼Ñõ,15HRX-9
113,G7E103C_[HG/T20631]::D25-150_1222,¶¨ÖÆµæÆ¬,65.5*47.8*31.8*27,4.0,7.6,30.4,2015-3-30,º¼Ñõ,15HRX-9
114,G7E103C_[HG/T20631]::D250-150_1222,¶¨ÖÆµæÆ¬,338*317.5*287.3*268.3,8.0,71.0,568.0,2015-3-30,º¼Ñõ,15HRX-9
115,Ê¯Ä«¸´ºÏµæ£¨316L£©_G5E15::G5E15.104,Ê¯Ä«µæÆ¬,26*14*1,3.0,4.0,12.0,2015-3-30,º¼Ñõ,2015C08-12
116,Ê¯Ä«¸´ºÏµæ£¨316L£©_G5E15::RF500-6,Ê¯Ä«µæÆ¬,578*530*3,6.0,150.4,902.4,2015-3-30,º¼Ñõ,2015C08-12
